"m","z","X","y","outlier","condition","task","type","participant","rounds"
"mar",1777,-6.172078,354.89648,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jun",1843,-108.82299,166.43517,0,"hd","month","synaesthete","Sa5","monthsOnly"
"apr",1795,-62.346333,277.44113,0,"hd","month","synaesthete","Sa5","monthsOnly"
"oct",1853,160.90216,138.37582,0,"hd","month","synaesthete","Sa5","monthsOnly"
"aug",1925,13.372384,56.832363,0,"hd","month","synaesthete","Sa5","monthsOnly"
"feb",1894,309.18924,312.47842,0,"hd","month","synaesthete","Sa5","monthsOnly"
"nov",1947,344.8916,233.30898,0,"hd","month","synaesthete","Sa5","monthsOnly"
"may",1853,54.70676,234.91711,0,"hd","month","synaesthete","Sa5","monthsOnly"
"sep",1894,101.96672,49.338654,0,"hd","month","synaesthete","Sa5","monthsOnly"
"mar",1768,107.46493,340.81732,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jul",1833,-35.016422,130.51567,0,"hd","month","synaesthete","Sa5","monthsOnly"
"dec",1853,286.4059,286.40582,0,"hd","month","synaesthete","Sa5","monthsOnly"
"oct",1883,206.019,120.99528,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jun",1863,-58.237354,129.41637,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jan",1777,206.76582,361.06857,0,"hd","month","synaesthete","Sa5","monthsOnly"
"apr",1843,-25.605389,240.0507,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jan",1750,121.566666,361.6608,0,"str","month","synaesthete","Sa5","monthsOnly"
"may",1777,-108.01198,243.79846,0,"str","month","synaesthete","Sa5","monthsOnly"
"mar",1741,-30.235367,323.5184,0,"str","month","synaesthete","Sa5","monthsOnly"
"sep",1833,41.383003,105.04917,0,"str","month","synaesthete","Sa5","monthsOnly"
"feb",1732,12.0316725,357.94086,0,"str","month","synaesthete","Sa5","monthsOnly"
"oct",1853,141.59395,170.55627,0,"str","month","synaesthete","Sa5","monthsOnly"
"aug",1883,-81.75358,124.26542,0,"str","month","synaesthete","Sa5","monthsOnly"
"nov",1843,192.0406,291.26157,0,"str","month","synaesthete","Sa5","monthsOnly"
"jun",1843,-144.03044,208.04396,0,"str","month","synaesthete","Sa5","monthsOnly"
"dec",1795,215.0949,370.96063,0,"str","month","synaesthete","Sa5","monthsOnly"
"jul",1904,-158.7174,135.5711,0,"str","month","synaesthete","Sa5","monthsOnly"
"apr",1768,-89.04236,279.4088,0,"str","month","synaesthete","Sa5","monthsOnly"
"jul",1814,-110.26096,47.254654,0,"str","month","synaesthete","Sa5","monthsOnly"
"jan",1732,129.33997,333.87762,0,"str","month","synaesthete","Sa5","monthsOnly"
"may",1804,-128.45082,191.1097,0,"str","month","synaesthete","Sa5","monthsOnly"
"dec",1786,195.40623,319.4737,0,"str","month","synaesthete","Sa5","monthsOnly"
"aug",1853,-109.41346,67.57889,0,"str","month","synaesthete","Sa5","monthsOnly"
"jun",1824,-136.21022,148.8809,0,"str","month","synaesthete","Sa5","monthsOnly"
"mar",1732,6.0158362,291.7669,0,"str","month","synaesthete","Sa5","monthsOnly"
"oct",1833,133.69904,136.8823,0,"str","month","synaesthete","Sa5","monthsOnly"
"apr",1795,-90.40217,283.6758,0,"str","month","synaesthete","Sa5","monthsOnly"
"sep",1863,3.235484,61.47273,0,"str","month","synaesthete","Sa5","monthsOnly"
"nov",1814,189.0188,248.87474,0,"str","month","synaesthete","Sa5","monthsOnly"
"feb",1759,0,339.0824,0,"str","month","synaesthete","Sa5","monthsOnly"
"may",1777,-58.635063,243.79846,0,"str","month","synaesthete","Sa5","monthsOnly"
"dec",1795,211.97751,327.31824,0,"str","month","synaesthete","Sa5","monthsOnly"
"jan",1904,181.86372,208.31662,0,"str","month","synaesthete","Sa5","monthsOnly"
"oct",1804,184.8439,172.31203,0,"str","month","synaesthete","Sa5","monthsOnly"
"jan",1750,121.566666,349.50412,0,"str","month","synaesthete","Sa5","monthsOnly"
"jul",1833,-127.3324,79.58272,0,"str","month","synaesthete","Sa5","monthsOnly"
"mar",1741,-6.0470386,347.7067,0,"str","month","synaesthete","Sa5","monthsOnly"
"nov",1795,193.27365,246.268,0,"str","month","synaesthete","Sa5","monthsOnly"
"aug",1883,-104.64455,88.29383,0,"str","month","synaesthete","Sa5","monthsOnly"
"dec",1795,199.50832,314.84894,0,"str","month","synaesthete","Sa5","monthsOnly"
"sep",1883,-22.890966,35.971542,0,"str","month","synaesthete","Sa5","monthsOnly"
"mar",1723,-11.969095,302.2199,0,"str","month","synaesthete","Sa5","monthsOnly"
"may",1804,-115.91899,241.23688,0,"str","month","synaesthete","Sa5","monthsOnly"
"jan",1750,136.7625,361.6608,0,"str","month","synaesthete","Sa5","monthsOnly"
"apr",1795,-71.69826,271.2065,0,"str","month","synaesthete","Sa5","monthsOnly"
"oct",1883,134.07594,55.592384,0,"str","month","synaesthete","Sa5","monthsOnly"
"aug",1863,-116.47477,35.589474,0,"str","month","synaesthete","Sa5","monthsOnly"
"feb",1759,61.095932,332.9728,0,"str","month","synaesthete","Sa5","monthsOnly"
"jul",1873,-143.12216,97.58325,0,"str","month","synaesthete","Sa5","monthsOnly"
"nov",1814,204.77037,261.47598,0,"str","month","synaesthete","Sa5","monthsOnly"
"jun",1894,-98.6774,141.43756,0,"str","month","synaesthete","Sa5","monthsOnly"
"dec",1863,232.94954,359.1305,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jul",1750,-60.783333,142.84077,0,"tr","month","synaesthete","Sa5","monthsOnly"
"mar",1759,61.095932,332.9728,0,"tr","month","synaesthete","Sa5","monthsOnly"
"aug",1795,-24.938509,77.932884,0,"tr","month","synaesthete","Sa5","monthsOnly"
"apr",1723,35.90734,308.20447,0,"tr","month","synaesthete","Sa5","monthsOnly"
"feb",1741,63.49434,365.84787,0,"tr","month","synaesthete","Sa5","monthsOnly"
"oct",1894,180.90857,174.33005,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jan",1786,117.86407,387.71082,0,"tr","month","synaesthete","Sa5","monthsOnly"
"nov",1853,164.12029,234.91711,0,"tr","month","synaesthete","Sa5","monthsOnly"
"may",1804,-109.65313,222.43918,0,"tr","month","synaesthete","Sa5","monthsOnly"
"sep",1873,26.022188,87.82493,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jun",1759,-131.35623,137.4658,0,"tr","month","synaesthete","Sa5","monthsOnly"
"apr",1750,66.86169,319.1125,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jan",1795,162.1005,383.42993,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jul",1732,-21.055311,123.32414,0,"tr","month","synaesthete","Sa5","monthsOnly"
"may",1759,18.32885,235.21933,0,"tr","month","synaesthete","Sa5","monthsOnly"
"aug",1795,-24.938509,71.69826,0,"tr","month","synaesthete","Sa5","monthsOnly"
"dec",1863,265.30365,300.89313,0,"tr","month","synaesthete","Sa5","monthsOnly"
"feb",1786,114.76243,375.30405,0,"tr","month","synaesthete","Sa5","monthsOnly"
"sep",1883,62.13277,22.890982,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jun",1759,-45.82195,94.69865,0,"tr","month","synaesthete","Sa5","monthsOnly"
"oct",1833,210.09853,117.78245,0,"tr","month","synaesthete","Sa5","monthsOnly"
"mar",1750,63.822567,343.4258,0,"tr","month","synaesthete","Sa5","monthsOnly"
"nov",1833,226.01508,276.94794,0,"tr","month","synaesthete","Sa5","monthsOnly"
"nov",1873,266.7277,243.9582,0,"tr","month","synaesthete","Sa5","monthsOnly"
"mar",1804,119.05195,335.22528,0,"tr","month","synaesthete","Sa5","monthsOnly"
"aug",1777,-3.0860684,58.63502,0,"tr","month","synaesthete","Sa5","monthsOnly"
"apr",1795,84.16757,321.08356,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jul",1759,-12.219174,82.47948,0,"tr","month","synaesthete","Sa5","monthsOnly"
"may",1732,39.102764,225.59296,0,"tr","month","synaesthete","Sa5","monthsOnly"
"dec",1904,290.98193,347.1944,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jun",1759,-36.657524,143.5754,0,"tr","month","synaesthete","Sa5","monthsOnly"
"sep",1863,103.53314,61.47273,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jan",1795,158.98322,346.02213,0,"tr","month","synaesthete","Sa5","monthsOnly"
"oct",1894,197.3548,128.2806,0,"tr","month","synaesthete","Sa5","monthsOnly"
"feb",1777,95.66782,361.06857,0,"tr","month","synaesthete","Sa5","monthsOnly"
"sep",1915,49.88575,9.977093,0,"tr","month","synaesthete","Sa5","monthsOnly"
"apr",1853,112.631516,273.53366,0,"tr","month","synaesthete","Sa5","monthsOnly"
"dec",2003,299.15482,288.71906,0,"tr","month","synaesthete","Sa5","monthsOnly"
"may",1777,92.581696,206.76578,0,"tr","month","synaesthete","Sa5","monthsOnly"
"mar",1824,177.39015,294.59424,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jul",1795,-28.055838,71.69826,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jan",1925,314.24988,277.4759,0,"tr","month","synaesthete","Sa5","monthsOnly"
"oct",2039,233.71025,81.44443,0,"tr","month","synaesthete","Sa5","monthsOnly"
"aug",1833,-15.91655,41.382988,0,"tr","month","synaesthete","Sa5","monthsOnly"
"nov",1992,318.2685,231.78246,0,"tr","month","synaesthete","Sa5","monthsOnly"
"feb",1824,167.88701,345.2771,0,"tr","month","synaesthete","Sa5","monthsOnly"
"jun",1777,-24.688429,120.35618,0,"tr","month","synaesthete","Sa5","monthsOnly"
"aug",1992,425.51108,114.16146,0,"hd","crazy","synaesthete","Sa6","both"
"may",2003,163.49156,170.44861,0,"hd","crazy","synaesthete","Sa6","both"
"dec",1915,216.17159,-29.931469,0,"hd","crazy","synaesthete","Sa6","both"
"oct",1853,485.92462,-128.72179,0,"hd","crazy","synaesthete","Sa6","both"
"apr",1936,262.25052,231.99084,0,"hd","crazy","synaesthete","Sa6","both"
"jul",2051,60.552383,210.15225,0,"hd","crazy","synaesthete","Sa6","both"
"mar",1915,229.4745,362.50308,0,"hd","crazy","synaesthete","Sa6","both"
"jan",2027,320.3404,447.06833,0,"hd","crazy","synaesthete","Sa6","both"
"sep",1843,486.50287,124.82636,0,"hd","crazy","synaesthete","Sa6","both"
"feb",2003,132.18462,476.56042,0,"hd","crazy","synaesthete","Sa6","both"
"jun",1958,142.81654,180.22081,0,"hd","crazy","synaesthete","Sa6","both"
"nov",1873,104.088875,-100.83612,0,"hd","crazy","synaesthete","Sa6","both"
"feb",2076,252.37239,486.7182,0,"hd","crazy","synaesthete","Sa6","both"
"nov",1894,124.99135,-82.23123,0,"hd","crazy","synaesthete","Sa6","both"
"apr",1947,273.88455,199.49606,0,"hd","crazy","synaesthete","Sa6","both"
"oct",1843,425.68997,-83.217606,0,"hd","crazy","synaesthete","Sa6","both"
"jun",2039,92.067726,187.67633,0,"hd","crazy","synaesthete","Sa6","both"
"jan",2153,295.38446,497.29276,0,"hd","crazy","synaesthete","Sa6","both"
"sep",1833,426.56357,85.94933,0,"hd","crazy","synaesthete","Sa6","both"
"mar",1958,163.21886,391.0452,0,"hd","crazy","synaesthete","Sa6","both"
"jul",2039,67.28026,208.92268,0,"hd","crazy","synaesthete","Sa6","both"
"may",2003,6.9571133,198.27693,0,"hd","crazy","synaesthete","Sa6","both"
"aug",1786,319.4737,108.55901,0,"hd","crazy","synaesthete","Sa6","both"
"dec",1936,191.64467,-84.054726,0,"hd","crazy","synaesthete","Sa6","both"
"dec",1894,259.85052,-220.37955,0,"hd","crazy","synaesthete","Sa6","both"
"aug",1904,390.18033,56.21237,0,"hd","crazy","synaesthete","Sa6","both"
"jan",2127,350.91956,439.57285,0,"hd","crazy","synaesthete","Sa6","both"
"jul",1925,113.66488,170.49722,0,"hd","crazy","synaesthete","Sa6","both"
"feb",2051,199.46666,423.86646,0,"hd","crazy","synaesthete","Sa6","both"
"nov",1873,126.85834,-126.85831,0,"hd","crazy","synaesthete","Sa6","both"
"may",1947,216.4026,280.64703,0,"hd","crazy","synaesthete","Sa6","both"
"sep",1958,520.26013,139.41609,0,"hd","crazy","synaesthete","Sa6","both"
"mar",1947,233.30905,341.51025,0,"hd","crazy","synaesthete","Sa6","both"
"jun",1894,164.46233,220.3795,0,"hd","crazy","synaesthete","Sa6","both"
"apr",1915,339.2231,209.52014,0,"hd","crazy","synaesthete","Sa6","both"
"oct",1904,449.6995,-36.372757,0,"hd","crazy","synaesthete","Sa6","both"
"aug",1992,366.7007,-17.297234,0,"hd","crazy","synaesthete","Sa6","both"
"feb",2088,203.06503,511.28854,0,"hd","crazy","synaesthete","Sa6","both"
"nov",1894,101.96672,-161.17317,0,"hd","crazy","synaesthete","Sa6","both"
"may",1992,200.64749,245.6202,0,"hd","crazy","synaesthete","Sa6","both"
"sep",1947,530.86255,125.107704,0,"hd","crazy","synaesthete","Sa6","both"
"mar",1992,217.94469,390.9167,0,"hd","crazy","synaesthete","Sa6","both"
"jul",2003,114.7919,142.62024,0,"hd","crazy","synaesthete","Sa6","both"
"dec",1980,206.316,-175.36868,0,"hd","crazy","synaesthete","Sa6","both"
"oct",1853,450.52606,-138.37587,0,"hd","crazy","synaesthete","Sa6","both"
"jun",2015,111.98029,199.46481,0,"hd","crazy","synaesthete","Sa6","both"
"jan",2167,308.59528,500.52643,0,"hd","crazy","synaesthete","Sa6","both"
"apr",2003,278.28345,184.36276,0,"hd","crazy","synaesthete","Sa6","both"
"jan",1915,96.44583,402.41165,0,"str","crazy","synaesthete","Sa6","both"
"may",1936,-124.40086,164.74713,0,"str","crazy","synaesthete","Sa6","both"
"mar",1904,-23.146255,297.59515,0,"str","crazy","synaesthete","Sa6","both"
"sep",1698,112.056656,156.28955,0,"str","crazy","synaesthete","Sa6","both"
"feb",1980,-41.26316,361.05298,0,"str","crazy","synaesthete","Sa6","both"
"oct",1706,50.36683,-2.9627929,0,"str","crazy","synaesthete","Sa6","both"
"aug",1804,9.398816,84.58952,0,"str","crazy","synaesthete","Sa6","both"
"nov",1915,-86.46864,-63.188698,0,"str","crazy","synaesthete","Sa6","both"
"jun",1958,-37.40434,221.02554,0,"str","crazy","synaesthete","Sa6","both"
"dec",1873,-26.022188,-61.802837,0,"str","crazy","synaesthete","Sa6","both"
"jul",1992,-96.86429,197.18803,0,"str","crazy","synaesthete","Sa6","both"
"apr",1804,6.2659173,216.1733,0,"str","crazy","synaesthete","Sa6","both"
"jul",1992,-86.486,148.75587,0,"str","crazy","synaesthete","Sa6","both"
"jan",1936,100.8656,400.10016,0,"str","crazy","synaesthete","Sa6","both"
"may",1958,-74.80862,200.62315,0,"str","crazy","synaesthete","Sa6","both"
"dec",1853,-12.872161,-112.631546,0,"str","crazy","synaesthete","Sa6","both"
"aug",1777,61.72113,58.63502,0,"str","crazy","synaesthete","Sa6","both"
"jun",2015,-90.98398,122.4784,0,"str","crazy","synaesthete","Sa6","both"
"mar",1958,-13.60156,336.63892,0,"str","crazy","synaesthete","Sa6","both"
"oct",1690,82.17904,-49.894512,0,"str","crazy","synaesthete","Sa6","both"
"apr",1883,-16.350716,186.39813,0,"str","crazy","synaesthete","Sa6","both"
"sep",1723,89.768295,134.6524,0,"str","crazy","synaesthete","Sa6","both"
"nov",1947,-87.91355,-111.5826,0,"str","crazy","synaesthete","Sa6","both"
"feb",2015,-27.995039,416.42657,0,"str","crazy","synaesthete","Sa6","both"
"may",1904,-102.50503,162.02403,0,"str","crazy","synaesthete","Sa6","both"
"dec",1843,-16.003384,-176.03728,0,"str","crazy","synaesthete","Sa6","both"
"sep",1698,230.01105,168.08498,0,"str","crazy","synaesthete","Sa6","both"
"feb",2003,27.82832,427.8608,0,"str","crazy","synaesthete","Sa6","both"
"jun",1936,-40.3462,184.92023,0,"str","crazy","synaesthete","Sa6","both"
"apr",1768,92.1128,175.01428,0,"str","crazy","synaesthete","Sa6","both"
"oct",1657,143.88283,-117.98393,0,"str","crazy","synaesthete","Sa6","both"
"jan",1980,161.61423,450.4566,0,"str","crazy","synaesthete","Sa6","both"
"jul",1969,-78.6484,167.55531,0,"str","crazy","synaesthete","Sa6","both"
"mar",1925,46.803215,344.33752,0,"str","crazy","synaesthete","Sa6","both"
"nov",2101,-72.97473,-156.89568,0,"str","crazy","synaesthete","Sa6","both"
"aug",1786,155.08434,127.16912,0,"str","crazy","synaesthete","Sa6","both"
"dec",1814,-56.705616,-141.76419,0,"str","crazy","synaesthete","Sa6","both"
"sep",1641,125.39432,139.64362,0,"str","crazy","synaesthete","Sa6","both"
"mar",1958,-54.406303,404.64676,0,"str","crazy","synaesthete","Sa6","both"
"may",1980,-123.78961,175.36858,0,"str","crazy","synaesthete","Sa6","both"
"jan",1958,115.61343,465.85388,0,"str","crazy","synaesthete","Sa6","both"
"apr",1883,13.080623,160.23701,0,"str","crazy","synaesthete","Sa6","both"
"oct",1657,100.71798,-123.73924,0,"str","crazy","synaesthete","Sa6","both"
"aug",1883,13.080623,62.132664,0,"str","crazy","synaesthete","Sa6","both"
"feb",2063,0,490.83582,0,"str","crazy","synaesthete","Sa6","both"
"jul",2051,-71.23807,199.46655,0,"str","crazy","synaesthete","Sa6","both"
"nov",1958,-102.011795,-78.209114,0,"str","crazy","synaesthete","Sa6","both"
"jun",1992,-34.5944,259.45795,0,"str","crazy","synaesthete","Sa6","both"
"dec",1873,-110.59439,-22.76946,0,"tr","crazy","synaesthete","Sa6","both"
"jul",1947,-135.2516,253.5967,0,"tr","crazy","synaesthete","Sa6","both"
"mar",1915,-106.42289,322.59448,0,"tr","crazy","synaesthete","Sa6","both"
"aug",1786,12.406794,170.59273,0,"tr","crazy","synaesthete","Sa6","both"
"apr",1833,-50.932972,245.11485,0,"tr","crazy","synaesthete","Sa6","both"
"feb",1936,-100.8656,353.0296,0,"tr","crazy","synaesthete","Sa6","both"
"oct",1706,0,-8.888293,0,"tr","crazy","synaesthete","Sa6","both"
"jan",1980,0,443.57938,0,"tr","crazy","synaesthete","Sa6","both"
"nov",1894,-118.41289,-55.91728,0,"tr","crazy","synaesthete","Sa6","both"
"may",1925,-160.46797,210.61424,0,"tr","crazy","synaesthete","Sa6","both"
"sep",1715,89.3515,169.7678,0,"tr","crazy","synaesthete","Sa6","both"
"jun",1958,-146.21689,193.82237,0,"tr","crazy","synaesthete","Sa6","both"
"apr",1833,-35.016422,257.84808,0,"tr","crazy","synaesthete","Sa6","both"
"jan",1925,23.401608,431.25772,0,"tr","crazy","synaesthete","Sa6","both"
"jul",1936,-147.9362,178.19586,0,"tr","crazy","synaesthete","Sa6","both"
"may",1936,-198.369,211.81775,0,"tr","crazy","synaesthete","Sa6","both"
"aug",1741,33.258972,154.20035,0,"tr","crazy","synaesthete","Sa6","both"
"dec",1768,-79.8311,-58.33818,0,"tr","crazy","synaesthete","Sa6","both"
"feb",1947,-74.388336,456.47415,0,"tr","crazy","synaesthete","Sa6","both"
"sep",1698,120.90333,120.90323,0,"tr","crazy","synaesthete","Sa6","both"
"jun",1992,-107.24265,183.3503,0,"tr","crazy","synaesthete","Sa6","both"
"oct",1690,52.829376,-20.544788,0,"tr","crazy","synaesthete","Sa6","both"
"mar",1873,-97.5833,315.51932,0,"tr","crazy","synaesthete","Sa6","both"
"nov",1833,-136.88231,-22.283194,0,"tr","crazy","synaesthete","Sa6","both"
"nov",1795,-124.692665,-102.87148,0,"tr","crazy","synaesthete","Sa6","both"
"mar",1883,-26.161121,330.28442,0,"tr","crazy","synaesthete","Sa6","both"
"aug",1795,21.82124,9.351896,0,"tr","crazy","synaesthete","Sa6","both"
"apr",1843,-12.802694,227.248,0,"tr","crazy","synaesthete","Sa6","both"
"jul",1947,-135.2516,199.49606,0,"tr","crazy","synaesthete","Sa6","both"
"may",1925,-167.15416,230.67271,0,"tr","crazy","synaesthete","Sa6","both"
"dec",1768,-42.985962,-58.33818,0,"tr","crazy","synaesthete","Sa6","both"
"jun",1883,-104.64455,277.96216,0,"tr","crazy","synaesthete","Sa6","both"
"sep",1681,108.01548,137.20877,0,"tr","crazy","synaesthete","Sa6","both"
"jan",1915,26.605707,422.366,0,"tr","crazy","synaesthete","Sa6","both"
"oct",1723,83.78372,-8.976864,0,"tr","crazy","synaesthete","Sa6","both"
"feb",1925,-66.861664,404.51303,0,"tr","crazy","synaesthete","Sa6","both"
"sep",1690,140.87837,126.20353,0,"tr","crazy","synaesthete","Sa6","both"
"apr",1863,-58.237354,223.24326,0,"tr","crazy","synaesthete","Sa6","both"
"dec",1833,-108.23253,-124.14911,0,"tr","crazy","synaesthete","Sa6","both"
"may",1883,-196.2086,245.2607,0,"tr","crazy","synaesthete","Sa6","both"
"mar",1904,-85.971954,419.93985,0,"tr","crazy","synaesthete","Sa6","both"
"jul",1883,-183.12804,186.39813,0,"tr","crazy","synaesthete","Sa6","both"
"jan",1969,41.033985,454.79306,0,"tr","crazy","synaesthete","Sa6","both"
"oct",1681,110.93477,-55.46747,0,"tr","crazy","synaesthete","Sa6","both"
"aug",1824,-31.6768,66.52126,0,"tr","crazy","synaesthete","Sa6","both"
"nov",1936,-168.10933,-144.57404,0,"tr","crazy","synaesthete","Sa6","both"
"feb",2015,-59.489475,514.4093,0,"tr","crazy","synaesthete","Sa6","both"
"jun",1915,-113.07435,189.56581,0,"tr","crazy","synaesthete","Sa6","both"
"aug",1634,252.55652,-144.72345,0,"hd","month","synaesthete","Sa6","both"
"may",1698,-176.9316,-56.02841,0,"hd","month","synaesthete","Sa6","both"
"dec",1715,8.935127,372.29788,0,"hd","month","synaesthete","Sa6","both"
"oct",1665,234.2156,159.03522,0,"hd","month","synaesthete","Sa6","both"
"apr",1732,-246.6483,93.245056,0,"hd","month","synaesthete","Sa6","both"
"jul",1611,103.51751,-103.51751,0,"hd","month","synaesthete","Sa6","both"
"mar",1723,-221.42845,152.6061,0,"hd","month","synaesthete","Sa6","both"
"jan",1698,-150.39186,274.24396,0,"hd","month","synaesthete","Sa6","both"
"sep",1732,303.79865,27.071135,0,"hd","month","synaesthete","Sa6","both"
